Configuration,Term,J,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Reference
"=""1s.28p""","=""3P*""","=""2""","=""[""","=""198170.028857187""","=""]""","=""0.000000043""","=""L22715c201"""
"=""1s.28p""","=""3P*""","=""1""","=""[""","=""198170.028881635""","=""]""","=""0.000000043""","=""L22715c201"""
"=""1s.28p""","=""3P*""","=""0""","=""[""","=""198170.029182426""","=""]""","=""0.000000046""","=""L22715c201"""
"=""1s.28d""","=""3D""","=""3""","=""[""","=""198170.685668336""","=""]""","=""0.000000005""","=""L22715c201"""
"=""1s.28d""","=""3D""","=""2""","=""[""","=""198170.685672200""","=""]""","=""0.000000005""","=""L22715c201"""
"=""1s.28d""","=""3D""","=""1""","=""[""","=""198170.685725813""","=""]""","=""0.000000005""","=""L22715c201"""
"=""1s.28d""","=""1D""","=""2""","=""[""","=""198170.693405567""","=""]""","=""0.000000004""","=""L22715c201"""
"=""1s.28f""","=""3F*""","=""3""","=""[""","=""198170.710032565""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28f""","=""3F*""","=""4""","=""[""","=""198170.710044863""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28f""","=""3F*""","=""2""","=""[""","=""198170.710069950""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28f""","=""1F*""","=""3""","=""[""","=""198170.710115049""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28g""","=""3G""","=""4""","=""[""","=""198170.713218506""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28g""","=""3G""","=""5""","=""[""","=""198170.713234219""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28g""","=""3G""","=""3""","=""[""","=""198170.713248557""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28g""","=""1G""","=""4""","=""[""","=""198170.713258279""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28h""","=""3H*""","=""5""","=""[""","=""198170.714003169""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28h""","=""3H*""","=""6""","=""[""","=""198170.714013443""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28h""","=""3H*""","=""4""","=""[""","=""198170.714022768""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28h""","=""1H*""","=""5""","=""[""","=""198170.714029727""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28i""","=""3I""","=""6""","=""[""","=""198170.714260777""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28i""","=""3I""","=""7""","=""[""","=""198170.714267983""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28i""","=""3I""","=""5""","=""[""","=""198170.714274549""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28i""","=""1I""","=""6""","=""[""","=""198170.714279766""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.28p""","=""1P*""","=""1""","=""[""","=""198170.835696632""","=""]""","=""0.000000007""","=""L22715c201"""
"=""1s.29s""","=""3S""","=""1""","=""[""","=""198177.488759611""","=""]""","=""0.000000094""","=""L22715c201"""
"=""1s.29s""","=""1S""","=""0""","=""[""","=""198178.93334671""","=""]""","=""0.00000011""","=""L22715c201"""
"=""1s.29p""","=""3P*""","=""2""","=""[""","=""198179.582872683""","=""]""","=""0.000000039""","=""L22715c201"""
"=""1s.29p""","=""3P*""","=""1""","=""[""","=""198179.582894681""","=""]""","=""0.000000039""","=""L22715c201"""
"=""1s.29p""","=""3P*""","=""0""","=""[""","=""198179.583165339""","=""]""","=""0.000000041""","=""L22715c201"""
"=""1s.29d""","=""3D""","=""3""","=""[""","=""198180.173985680""","=""]""","=""0.000000005""","=""L22715c201"""
"=""1s.29d""","=""3D""","=""2""","=""[""","=""198180.173989159""","=""]""","=""0.000000005""","=""L22715c201"""
"=""1s.29d""","=""3D""","=""1""","=""[""","=""198180.174037414""","=""]""","=""0.000000005""","=""L22715c201"""
"=""1s.29d""","=""1D""","=""2""","=""[""","=""198180.180952270""","=""]""","=""0.000000003""","=""L22715c201"""
"=""1s.29f""","=""3F*""","=""3""","=""[""","=""198180.195918855""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29f""","=""3F*""","=""4""","=""[""","=""198180.195929914""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29f""","=""3F*""","=""2""","=""[""","=""198180.195952494""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29f""","=""1F*""","=""3""","=""[""","=""198180.195993125""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29g""","=""3G""","=""4""","=""[""","=""198180.198787170""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29g""","=""3G""","=""5""","=""[""","=""198180.198801313""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29g""","=""3G""","=""3""","=""[""","=""198180.198814218""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29g""","=""1G""","=""4""","=""[""","=""198180.198822970""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29h""","=""3H*""","=""5""","=""[""","=""198180.199493710""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29h""","=""3H*""","=""6""","=""[""","=""198180.199502958""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29h""","=""3H*""","=""4""","=""[""","=""198180.199511350""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29h""","=""1H*""","=""5""","=""[""","=""198180.199517614""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29i""","=""3I""","=""6""","=""[""","=""198180.199725711""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29i""","=""3I""","=""7""","=""[""","=""198180.199732197""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29i""","=""3I""","=""5""","=""[""","=""198180.199738107""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29i""","=""1I""","=""6""","=""[""","=""198180.199742803""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.29p""","=""1P*""","=""1""","=""[""","=""198180.309035948""","=""]""","=""0.000000006""","=""L22715c201"""
"=""1s.30s""","=""3S""","=""1""","=""[""","=""198186.305032732""","=""]""","=""0.000000086""","=""L22715c201"""
"=""1s.30s""","=""1S""","=""0""","=""[""","=""198187.60892513""","=""]""","=""0.00000010""","=""L22715c201"""
"=""1s.30p""","=""3P*""","=""2""","=""[""","=""198188.195398061""","=""]""","=""0.000000036""","=""L22715c201"""
"=""1s.30p""","=""3P*""","=""1""","=""[""","=""198188.195417927""","=""]""","=""0.000000036""","=""L22715c201"""
"=""1s.30p""","=""3P*""","=""0""","=""[""","=""198188.195662346""","=""]""","=""0.000000038""","=""L22715c201"""
"=""1s.30d""","=""3D""","=""3""","=""[""","=""198188.729290466""","=""]""","=""0.000000004""","=""L22715c201"""
"=""1s.30d""","=""3D""","=""2""","=""[""","=""198188.729293609""","=""]""","=""0.000000004""","=""L22715c201"""
"=""1s.30d""","=""3D""","=""1""","=""[""","=""198188.729337196""","=""]""","=""0.000000004""","=""L22715c201"""
"=""1s.30d""","=""1D""","=""2""","=""[""","=""198188.735585378""","=""]""","=""0.000000003""","=""L22715c201"""
"=""1s.30f""","=""3F*""","=""3""","=""[""","=""198188.749105443""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30f""","=""3F*""","=""4""","=""[""","=""198188.749115425""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30f""","=""3F*""","=""2""","=""[""","=""198188.749135822""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30f""","=""1F*""","=""3""","=""[""","=""198188.749172554""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30g""","=""3G""","=""4""","=""[""","=""198188.751696969""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30g""","=""3G""","=""5""","=""[""","=""198188.751709744""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30g""","=""3G""","=""3""","=""[""","=""198188.751721401""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30g""","=""1G""","=""4""","=""[""","=""198188.751729306""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30h""","=""3H*""","=""5""","=""[""","=""198188.752335413""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30h""","=""3H*""","=""6""","=""[""","=""198188.752343767""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30h""","=""3H*""","=""4""","=""[""","=""198188.752351348""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30h""","=""1H*""","=""5""","=""[""","=""198188.752357006""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30i""","=""3I""","=""6""","=""[""","=""198188.752545088""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30i""","=""3I""","=""7""","=""[""","=""198188.752550947""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30i""","=""3I""","=""5""","=""[""","=""198188.752556286""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30i""","=""1I""","=""6""","=""[""","=""198188.752560528""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.30p""","=""1P*""","=""1""","=""[""","=""198188.851291619""","=""]""","=""0.000000006""","=""L22715c201"""
"=""1s.31s""","=""3S""","=""1""","=""[""","=""198194.273977107""","=""]""","=""0.000000078""","=""L22715c201"""
"=""1s.31s""","=""1S""","=""0""","=""[""","=""198195.454868174""","=""]""","=""0.000000093""","=""L22715c201"""
"=""1s.31p""","=""3P*""","=""2""","=""[""","=""198195.986193024""","=""]""","=""0.000000032""","=""L22715c201"""
"=""1s.31p""","=""3P*""","=""1""","=""[""","=""198195.986211023""","=""]""","=""0.000000032""","=""L22715c201"""
"=""1s.31p""","=""3P*""","=""0""","=""[""","=""198195.986432489""","=""]""","=""0.000000034""","=""L22715c201"""
"=""1s.31d""","=""3D""","=""3""","=""[""","=""198196.470017975""","=""]""","=""0.000000004""","=""L22715c201"""
"=""1s.31d""","=""3D""","=""2""","=""[""","=""198196.470020823""","=""]""","=""0.000000004""","=""L22715c201"""
"=""1s.31d""","=""3D""","=""1""","=""[""","=""198196.470060327""","=""]""","=""0.000000004""","=""L22715c201"""
"=""1s.31d""","=""1D""","=""2""","=""[""","=""198196.475724794""","=""]""","=""0.000000003""","=""L22715c201"""
"=""1s.31f""","=""3F*""","=""3""","=""[""","=""198196.487978876""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31f""","=""3F*""","=""4""","=""[""","=""198196.487987917""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31f""","=""3F*""","=""2""","=""[""","=""198196.488006402""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31f""","=""1F*""","=""3""","=""[""","=""198196.488039719""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31g""","=""3G""","=""4""","=""[""","=""198196.490328094""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31g""","=""3G""","=""5""","=""[""","=""198196.490339672""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31g""","=""3G""","=""3""","=""[""","=""198196.490350237""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31g""","=""1G""","=""4""","=""[""","=""198196.490357402""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31h""","=""3H*""","=""5""","=""[""","=""198196.490906913""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31h""","=""3H*""","=""6""","=""[""","=""198196.490914484""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31h""","=""3H*""","=""4""","=""[""","=""198196.490921355""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31h""","=""1H*""","=""5""","=""[""","=""198196.490926483""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31i""","=""3I""","=""6""","=""[""","=""198196.491097034""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31i""","=""3I""","=""7""","=""[""","=""198196.491102344""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31i""","=""3I""","=""5""","=""[""","=""198196.491107183""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31i""","=""1I""","=""6""","=""[""","=""198196.491111027""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.31p""","=""1P*""","=""1""","=""[""","=""198196.580598192""","=""]""","=""0.000000005""","=""L22715c201"""
"=""1s.32s""","=""3S""","=""1""","=""[""","=""198201.500795957""","=""]""","=""0.000000071""","=""L22715c201"""
"=""1s.32s""","=""1S""","=""0""","=""[""","=""198202.573682889""","=""]""","=""0.000000085""","=""L22715c201"""
"=""1s.32p""","=""3P*""","=""2""","=""[""","=""198203.056563512""","=""]""","=""0.000000030""","=""L22715c201"""
"=""1s.32p""","=""3P*""","=""1""","=""[""","=""198203.056579873""","=""]""","=""0.000000030""","=""L22715c201"""
"=""1s.32p""","=""3P*""","=""0""","=""[""","=""198203.056781172""","=""]""","=""0.000000031""","=""L22715c201"""
"=""1s.32d""","=""3D""","=""3""","=""[""","=""198203.496390454""","=""]""","=""0.000000004""","=""L22715c201"""
"=""1s.32d""","=""3D""","=""2""","=""[""","=""198203.496393044""","=""]""","=""0.000000004""","=""L22715c201"""
"=""1s.32d""","=""3D""","=""1""","=""[""","=""198203.496428958""","=""]""","=""0.000000004""","=""L22715c201"""
"=""1s.32d""","=""1D""","=""2""","=""[""","=""198203.501580167""","=""]""","=""0.000000003""","=""L22715c201"""
"=""1s.32f""","=""3F*""","=""3""","=""[""","=""198203.512721497""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32f""","=""3F*""","=""4""","=""[""","=""198203.512729711""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32f""","=""3F*""","=""2""","=""[""","=""198203.512746517""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32f""","=""1F*""","=""3""","=""[""","=""198203.512776828""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32g""","=""3G""","=""4""","=""[""","=""198203.514857684""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32g""","=""3G""","=""5""","=""[""","=""198203.514868210""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32g""","=""3G""","=""3""","=""[""","=""198203.514877815""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32g""","=""1G""","=""4""","=""[""","=""198203.514884329""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32h""","=""3H*""","=""5""","=""[""","=""198203.515384072""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32h""","=""3H*""","=""6""","=""[""","=""198203.515390955""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32h""","=""3H*""","=""4""","=""[""","=""198203.515397202""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32h""","=""1H*""","=""5""","=""[""","=""198203.515401864""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32i""","=""3I""","=""6""","=""[""","=""198203.515556994""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32i""","=""3I""","=""7""","=""[""","=""198203.515561822""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32i""","=""3I""","=""5""","=""[""","=""198203.515566221""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32i""","=""1I""","=""6""","=""[""","=""198203.515569716""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.32p""","=""1P*""","=""1""","=""[""","=""198203.596931727""","=""]""","=""0.000000005""","=""L22715c201"""
"=""1s.33s""","=""3S""","=""1""","=""[""","=""198208.074857814""","=""]""","=""0.000000065""","=""L22715c201"""
"=""1s.33s""","=""1S""","=""0""","=""[""","=""198209.052519998""","=""]""","=""0.000000078""","=""L22715c201"""
"=""1s.33p""","=""3P*""","=""2""","=""[""","=""198209.492671689""","=""]""","=""0.000000027""","=""L22715c201"""
"=""1s.33p""","=""3P*""","=""1""","=""[""","=""198209.492686603""","=""]""","=""0.000000027""","=""L22715c201"""
"=""1s.33p""","=""3P*""","=""0""","=""[""","=""198209.492870111""","=""]""","=""0.000000029""","=""L22715c201"""
"=""1s.33d""","=""3D""","=""3""","=""[""","=""198209.893677560""","=""]""","=""0.000000003""","=""L22715c201"""
"=""1s.33d""","=""3D""","=""2""","=""[""","=""198209.893679921""","=""]""","=""0.000000003""","=""L22715c201"""
"=""1s.33d""","=""3D""","=""1""","=""[""","=""198209.893712668""","=""]""","=""0.000000003""","=""L22715c201"""
"=""1s.33d""","=""1D""","=""2""","=""[""","=""198209.898410762""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33f""","=""3F*""","=""3""","=""[""","=""198209.908570076""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33f""","=""3F*""","=""4""","=""[""","=""198209.908577561""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33f""","=""3F*""","=""2""","=""[""","=""198209.908592885""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33f""","=""1F*""","=""3""","=""[""","=""198209.908620541""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33g""","=""3G""","=""4""","=""[""","=""198209.910518219""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33g""","=""3G""","=""5""","=""[""","=""198209.910527816""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33g""","=""3G""","=""3""","=""[""","=""198209.910536574""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33g""","=""1G""","=""4""","=""[""","=""198209.910542514""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33h""","=""3H*""","=""5""","=""[""","=""198209.910998318""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33h""","=""3H*""","=""6""","=""[""","=""198209.911004594""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33h""","=""3H*""","=""4""","=""[""","=""198209.911010290""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33h""","=""1H*""","=""5""","=""[""","=""198209.911014541""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33i""","=""3I""","=""6""","=""[""","=""198209.911156053""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33i""","=""3I""","=""7""","=""[""","=""198209.911160455""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33i""","=""3I""","=""5""","=""[""","=""198209.911164466""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33i""","=""1I""","=""6""","=""[""","=""198209.911167653""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.33p""","=""1P*""","=""1""","=""[""","=""198209.985359040""","=""]""","=""0.000000004""","=""L22715c201"""
"=""1s.34s""","=""3S""","=""1""","=""[""","=""198214.072472787""","=""]""","=""0.000000059""","=""L22715c201"""
"=""1s.34s""","=""1S""","=""0""","=""[""","=""198214.965854023""","=""]""","=""0.000000072""","=""L22715c201"""
"=""1s.34p""","=""3P*""","=""2""","=""[""","=""198215.368173420""","=""]""","=""0.000000025""","=""L22715c201"""
"=""1s.34p""","=""3P*""","=""1""","=""[""","=""198215.368187054""","=""]""","=""0.000000025""","=""L22715c201"""
"=""1s.34p""","=""3P*""","=""0""","=""[""","=""198215.368354807""","=""]""","=""0.000000026""","=""L22715c201"""
"=""1s.34d""","=""3D""","=""3""","=""[""","=""198215.734795618""","=""]""","=""0.000000003""","=""L22715c201"""
"=""1s.34d""","=""3D""","=""2""","=""[""","=""198215.734797777""","=""]""","=""0.000000003""","=""L22715c201"""
"=""1s.34d""","=""3D""","=""1""","=""[""","=""198215.734827718""","=""]""","=""0.000000003""","=""L22715c201"""
"=""1s.34d""","=""1D""","=""2""","=""[""","=""198215.739124290""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34f""","=""3F*""","=""3""","=""[""","=""198215.748413674""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34f""","=""3F*""","=""4""","=""[""","=""198215.748420514""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34f""","=""3F*""","=""2""","=""[""","=""198215.748434526""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34f""","=""1F*""","=""3""","=""[""","=""198215.748459827""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34g""","=""3G""","=""4""","=""[""","=""198215.750195203""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34g""","=""3G""","=""5""","=""[""","=""198215.750203978""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34g""","=""3G""","=""3""","=""[""","=""198215.750211986""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34g""","=""1G""","=""4""","=""[""","=""198215.750217417""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34h""","=""3H*""","=""5""","=""[""","=""198215.750634283""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34h""","=""3H*""","=""6""","=""[""","=""198215.750640021""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34h""","=""3H*""","=""4""","=""[""","=""198215.750645229""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34h""","=""1H*""","=""5""","=""[""","=""198215.750649116""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34i""","=""3I""","=""6""","=""[""","=""198215.750778556""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34i""","=""3I""","=""7""","=""[""","=""198215.750782581""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34i""","=""3I""","=""5""","=""[""","=""198215.750786248""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34i""","=""1I""","=""6""","=""[""","=""198215.750789162""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.34p""","=""1P*""","=""1""","=""[""","=""198215.818628313""","=""]""","=""0.000000004""","=""L22715c201"""
"=""1s.35s""","=""3S""","=""1""","=""[""","=""198219.559117109""","=""]""","=""0.000000054""","=""L22715c201"""
"=""1s.35s""","=""1S""","=""0""","=""[""","=""198220.377633125""","=""]""","=""0.000000066""","=""L22715c201"""
"=""1s.35p""","=""3P*""","=""2""","=""[""","=""198220.746335003""","=""]""","=""0.000000023""","=""L22715c201"""
"=""1s.35p""","=""3P*""","=""1""","=""[""","=""198220.746347499""","=""]""","=""0.000000023""","=""L22715c201"""
"=""1s.35p""","=""3P*""","=""0""","=""[""","=""198220.746501251""","=""]""","=""0.000000024""","=""L22715c201"""
"=""1s.35d""","=""3D""","=""3""","=""[""","=""198221.082394620""","=""]""","=""0.000000003""","=""L22715c201"""
"=""1s.35d""","=""3D""","=""2""","=""[""","=""198221.082396599""","=""]""","=""0.000000003""","=""L22715c201"""
"=""1s.35d""","=""3D""","=""1""","=""[""","=""198221.082424046""","=""]""","=""0.000000003""","=""L22715c201"""
"=""1s.35d""","=""1D""","=""2""","=""[""","=""198221.086363553""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35f""","=""3F*""","=""3""","=""[""","=""198221.094879550""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35f""","=""3F*""","=""4""","=""[""","=""198221.094885817""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35f""","=""3F*""","=""2""","=""[""","=""198221.094898662""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35f""","=""1F*""","=""3""","=""[""","=""198221.094921867""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35g""","=""3G""","=""4""","=""[""","=""198221.096512929""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35g""","=""3G""","=""5""","=""[""","=""198221.096520973""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35g""","=""3G""","=""3""","=""[""","=""198221.096528314""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35g""","=""1G""","=""4""","=""[""","=""198221.096533293""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35h""","=""3H*""","=""5""","=""[""","=""198221.096915528""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35h""","=""3H*""","=""6""","=""[""","=""198221.096920789""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35h""","=""3H*""","=""4""","=""[""","=""198221.096925563""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35h""","=""1H*""","=""5""","=""[""","=""198221.096929126""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35i""","=""3I""","=""6""","=""[""","=""198221.097047828""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35i""","=""3I""","=""7""","=""[""","=""198221.097051518""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35i""","=""3I""","=""5""","=""[""","=""198221.097054880""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35i""","=""1I""","=""6""","=""[""","=""198221.097057551""","=""]""","=""0.000000002""","=""L22715c201"""
"=""1s.35p""","=""1P*""","=""1""","=""[""","=""198221.159249364""","=""]""","=""0.000000004""","=""L22715c201"""
"=""He II (1s 2S<1/2>)""","=""Limit""","=""---""","=""""","=""198310.66637""","=""""","=""0.00020""","=""L17714"""
"=""2s.2p""","=""3P*""","=""0,1,2""","=""""","=""470310""","=""""","=""50""","=""L1368"""
"=""2p2""","=""3P""","=""0,1,2""","=""""","=""481301.5""","=""""","=""1.2""","=""L1341"""
"=""2p.3p""","=""3D""","=""1,2,3""","=""""","=""509090""","=""""","=""50""","=""L1368"""
"=""2p.3d""","=""3D*""","=""1,2,3""","=""""","=""514473.5""","=""""","=""1.2""","=""L1368"""
"=""2p.3d""","=""3P*""","=""0,1,2""","=""""","=""516775""","=""""","=""5""","=""L1368"""
